contrast,time,channel,t_obs,cluster,p_val
blurr_left - normal_left,0.8160,Oz,-0.4232,NA,1.0000
blurr_left - normal_left,0.8160,O2,-0.9816,NA,1.0000
blurr_left - normal_left,0.8180,Fp1,0.2174,NA,1.0000
blurr_left - normal_left,0.8180,Fpz,-1.2162,NA,1.0000
blurr_left - normal_left,0.8180,Fp2,-0.6754,NA,1.0000
blurr_left - normal_left,0.8180,AF7,-0.2251,NA,1.0000
blurr_left - normal_left,0.8180,AF3,-6.9191,NA,1.0000
blurr_left - normal_left,0.8180,AFz,-1.0464,NA,1.0000
blurr_left - normal_left,0.8180,AF4,-1.1356,NA,1.0000
blurr_left - normal_left,0.8180,AF8,0.2068,NA,1.0000
blurr_left - normal_left,0.8180,F9,-4.9998,NA,1.0000
blurr_left - normal_left,0.8180,F7,-3.8006,NA,1.0000
blurr_left - normal_left,0.8180,F5,-1.3756,NA,1.0000
blurr_left - normal_left,0.8180,F3,-0.4013,NA,1.0000
blurr_left - normal_left,0.8180,Fz,-1.6849,NA,1.0000
blurr_left - normal_left,0.8180,F4,-0.3229,NA,1.0000
blurr_left - normal_left,0.8180,F6,0.0316,NA,1.0000
blurr_left - normal_left,0.8180,F8,1.0096,NA,1.0000
blurr_left - normal_left,0.8180,F10,1.0163,NA,1.0000
blurr_left - normal_left,0.8180,FT7,0.2015,NA,1.0000
blurr_left - normal_left,0.8180,FC5,0.8254,NA,1.0000
blurr_left - normal_left,0.8180,FC3,0.9337,NA,1.0000
blurr_left - normal_left,0.8180,FC1,0.7096,NA,1.0000
blurr_left - normal_left,0.8180,FC2,-15.0594,neg_258,1.0000
blurr_left - normal_left,0.8180,FC4,-7.1799,NA,1.0000
blurr_left - normal_left,0.8180,FC6,-1.4082,NA,1.0000
blurr_left - normal_left,0.8180,FT8,-0.9251,NA,1.0000
blurr_left - normal_left,0.8180,T7,1.3167,NA,1.0000
blurr_left - normal_left,0.8180,C5,4.4473,NA,1.0000
blurr_left - normal_left,0.8180,C3,4.0207,NA,1.0000
blurr_left - normal_left,0.8180,C1,5.8734,NA,1.0000
blurr_left - normal_left,0.8180,Cz,0.4295,NA,1.0000
blurr_left - normal_left,0.8180,C2,-6.4171,NA,1.0000
blurr_left - normal_left,0.8180,C4,-66.0085,neg_258,1.0000
blurr_left - normal_left,0.8180,C6,-1.7212,NA,1.0000
blurr_left - normal_left,0.8180,T8,-0.6087,NA,1.0000
blurr_left - normal_left,0.8180,TP9,3.5450,NA,1.0000
blurr_left - normal_left,0.8180,TP7,6.9744,NA,1.0000
blurr_left - normal_left,0.8180,CP5,21.7467,pos_137,1.0000
blurr_left - normal_left,0.8180,CP3,49.4020,pos_137,1.0000
blurr_left - normal_left,0.8180,CP1,5.7182,NA,1.0000
blurr_left - normal_left,0.8180,CPz,-4.6954,NA,1.0000
blurr_left - normal_left,0.8180,CP2,-4.5448,NA,1.0000
blurr_left - normal_left,0.8180,CP4,-2.8899,NA,1.0000
blurr_left - normal_left,0.8180,CP6,-0.9370,NA,1.0000
blurr_left - normal_left,0.8180,TP8,-0.5888,NA,1.0000
blurr_left - normal_left,0.8180,TP10,-0.5536,NA,1.0000
blurr_left - normal_left,0.8180,P7,3.8272,NA,1.0000
blurr_left - normal_left,0.8180,P5,5.0340,NA,1.0000
blurr_left - normal_left,0.8180,P3,3.7947,NA,1.0000
blurr_left - normal_left,0.8180,Pz,-2.1282,NA,1.0000
blurr_left - normal_left,0.8180,P4,-1.8376,NA,1.0000
blurr_left - normal_left,0.8180,P6,-1.0975,NA,1.0000
blurr_left - normal_left,0.8180,P8,-0.6600,NA,1.0000
blurr_left - normal_left,0.8180,PO9,2.2423,NA,1.0000
blurr_left - normal_left,0.8180,PO7,2.7572,NA,1.0000
blurr_left - normal_left,0.8180,PO3,2.5191,NA,1.0000
blurr_left - normal_left,0.8180,POz,-302.1323,neg_248,1.0000
blurr_left - normal_left,0.8180,PO4,-1.9043,NA,1.0000
blurr_left - normal_left,0.8180,PO8,-0.8355,NA,1.0000
blurr_left - normal_left,0.8180,PO10,-0.7692,NA,1.0000
blurr_left - normal_left,0.8180,O1,2.5618,NA,1.0000
blurr_left - normal_left,0.8180,Oz,-0.6279,NA,1.0000
blurr_left - normal_left,0.8180,O2,-1.0750,NA,1.0000
blurr_left - normal_left,0.8200,Fp1,0.1859,NA,1.0000
blurr_left - normal_left,0.8200,Fpz,-1.3880,NA,1.0000
blurr_left - normal_left,0.8200,Fp2,-0.7668,NA,1.0000
blurr_left - normal_left,0.8200,AF7,-0.2039,NA,1.0000
blurr_left - normal_left,0.8200,AF3,-7.1097,NA,1.0000
blurr_left - normal_left,0.8200,AFz,-1.1642,NA,1.0000
blurr_left - normal_left,0.8200,AF4,-1.2372,NA,1.0000
blurr_left - normal_left,0.8200,AF8,0.1412,NA,1.0000
blurr_left - normal_left,0.8200,F9,-11.2500,NA,1.0000
blurr_left - normal_left,0.8200,F7,-3.1304,NA,1.0000
blurr_left - normal_left,0.8200,F5,-2.0850,NA,1.0000
blurr_left - normal_left,0.8200,F3,-0.6932,NA,1.0000
blurr_left - normal_left,0.8200,Fz,-2.0471,NA,1.0000
blurr_left - normal_left,0.8200,F4,-0.2822,NA,1.0000
blurr_left - normal_left,0.8200,F6,-0.0511,NA,1.0000
blurr_left - normal_left,0.8200,F8,0.7695,NA,1.0000
blurr_left - normal_left,0.8200,F10,0.8325,NA,1.0000
blurr_left - normal_left,0.8200,FT7,0.0951,NA,1.0000
blurr_left - normal_left,0.8200,FC5,0.6801,NA,1.0000
blurr_left - normal_left,0.8200,FC3,0.8371,NA,1.0000
blurr_left - normal_left,0.8200,FC1,0.6885,NA,1.0000
blurr_left - normal_left,0.8200,FC2,-33.4334,neg_258,1.0000
blurr_left - normal_left,0.8200,FC4,-4.9615,NA,1.0000
blurr_left - normal_left,0.8200,FC6,-1.9388,NA,1.0000
blurr_left - normal_left,0.8200,FT8,-1.0488,NA,1.0000
blurr_left - normal_left,0.8200,T7,2.1003,NA,1.0000
blurr_left - normal_left,0.8200,C5,3.5360,NA,1.0000
blurr_left - normal_left,0.8200,C3,3.3996,NA,1.0000
blurr_left - normal_left,0.8200,C1,3.9069,NA,1.0000
blurr_left - normal_left,0.8200,Cz,0.4634,NA,1.0000
blurr_left - normal_left,0.8200,C2,-5.2422,NA,1.0000
blurr_left - normal_left,0.8200,C4,-235.5605,neg_258,1.0000
blurr_left - normal_left,0.8200,C6,-2.0003,NA,1.0000
blurr_left - normal_left,0.8200,T8,-0.7899,NA,1.0000
blurr_left - normal_left,0.8200,TP9,2.9413,NA,1.0000
blurr_left - normal_left,0.8200,TP7,4.8567,NA,1.0000
blurr_left - normal_left,0.8200,CP5,75.3425,pos_137,1.0000
blurr_left - normal_left,0.8200,CP3,37.2969,pos_137,1.0000
blurr_left - normal_left,0.8200,CP1,9.9311,NA,1.0000
blurr_left - normal_left,0.8200,CPz,-2.7880,NA,1.0000
blurr_left - normal_left,0.8200,CP2,-4.4202,NA,1.0000
blurr_left - normal_left,0.8200,CP4,-2.9146,NA,1.0000
blurr_left - normal_left,0.8200,CP6,-0.9059,NA,1.0000
blurr_left - normal_left,0.8200,TP8,-0.6250,NA,1.0000
blurr_left - normal_left,0.8200,TP10,-0.5840,NA,1.0000
blurr_left - normal_left,0.8200,P7,3.0734,NA,1.0000
blurr_left - normal_left,0.8200,P5,5.2544,NA,1.0000
blurr_left - normal_left,0.8200,P3,4.1149,NA,1.0000
blurr_left - normal_left,0.8200,Pz,-1.8650,NA,1.0000
blurr_left - normal_left,0.8200,P4,-1.8476,NA,1.0000
blurr_left - normal_left,0.8200,P6,-1.1091,NA,1.0000
blurr_left - normal_left,0.8200,P8,-0.7042,NA,1.0000
blurr_left - normal_left,0.8200,PO9,1.6304,NA,1.0000
blurr_left - normal_left,0.8200,PO7,2.4975,NA,1.0000
blurr_left - normal_left,0.8200,PO3,2.4281,NA,1.0000
blurr_left - normal_left,0.8200,POz,-11.3728,NA,1.0000
blurr_left - normal_left,0.8200,PO4,-1.9286,NA,1.0000
blurr_left - normal_left,0.8200,PO8,-0.8601,NA,1.0000
blurr_left - normal_left,0.8200,PO10,-0.9334,NA,1.0000
blurr_left - normal_left,0.8200,O1,2.0207,NA,1.0000
blurr_left - normal_left,0.8200,Oz,-0.8323,NA,1.0000
blurr_left - normal_left,0.8200,O2,-1.1378,NA,1.0000
blurr_left - normal_left,0.8220,Fp1,0.1454,NA,1.0000
blurr_left - normal_left,0.8220,Fpz,-1.5424,NA,1.0000
blurr_left - normal_left,0.8220,Fp2,-0.8644,NA,1.0000
blurr_left - normal_left,0.8220,AF7,-0.1892,NA,1.0000
blurr_left - normal_left,0.8220,AF3,-5.0506,NA,1.0000
blurr_left - normal_left,0.8220,AFz,-1.3092,NA,1.0000
blurr_left - normal_left,0.8220,AF4,-1.3420,NA,1.0000
blurr_left - normal_left,0.8220,AF8,0.0885,NA,1.0000
blurr_left - normal_left,0.8220,F9,-3.0887,NA,1.0000
blurr_left - normal_left,0.8220,F7,-3.2588,NA,1.0000
blurr_left - normal_left,0.8220,F5,-3.9760,NA,1.0000
blurr_left - normal_left,0.8220,F3,-4.7979,NA,1.0000
blurr_left - normal_left,0.8220,Fz,-2.6586,NA,1.0000
blurr_left - normal_left,0.8220,F4,-0.3374,NA,1.0000
blurr_left - normal_left,0.8220,F6,-0.1620,NA,1.0000
blurr_left - normal_left,0.8220,F8,0.5874,NA,1.0000
blurr_left - normal_left,0.8220,F10,0.7688,NA,1.0000
blurr_left - normal_left,0.8220,FT7,0.0323,NA,1.0000
blurr_left - normal_left,0.8220,FC5,0.5413,NA,1.0000
blurr_left - normal_left,0.8220,FC3,0.7506,NA,1.0000
blurr_left - normal_left,0.8220,FC1,0.6135,NA,1.0000
blurr_left - normal_left,0.8220,FC2,-10.9639,NA,1.0000
blurr_left - normal_left,0.8220,FC4,-4.7747,NA,1.0000
blurr_left - normal_left,0.8220,FC6,-3.8865,NA,1.0000
blurr_left - normal_left,0.8220,FT8,-1.4530,NA,1.0000
blurr_left - normal_left,0.8220,T7,3.7728,NA,1.0000
blurr_left - normal_left,0.8220,C5,2.8722,NA,1.0000
blurr_left - normal_left,0.8220,C3,2.9772,NA,1.0000
blurr_left - normal_left,0.8220,C1,2.9732,NA,1.0000
blurr_left - normal_left,0.8220,Cz,0.4305,NA,1.0000
blurr_left - normal_left,0.8220,C2,-4.7417,NA,1.0000
blurr_left - normal_left,0.8220,C4,-123.8214,neg_258,1.0000
blurr_left - normal_left,0.8220,C6,-2.1130,NA,1.0000
blurr_left - normal_left,0.8220,T8,-1.0207,NA,1.0000
blurr_left - normal_left,0.8220,TP9,2.8949,NA,1.0000
blurr_left - normal_left,0.8220,TP7,3.6530,NA,1.0000
blurr_left - normal_left,0.8220,CP5,53.6856,pos_137,1.0000
blurr_left - normal_left,0.8220,CP3,13.5454,pos_137,1.0000
blurr_left - normal_left,0.8220,CP1,38.6339,pos_137,1.0000
blurr_left - normal_left,0.8220,CPz,-2.0874,NA,1.0000
blurr_left - normal_left,0.8220,CP2,-4.5905,NA,1.0000
blurr_left - normal_left,0.8220,CP4,-3.0351,NA,1.0000
blurr_left - normal_left,0.8220,CP6,-0.8668,NA,1.0000
blurr_left - normal_left,0.8220,TP8,-0.6333,NA,1.0000
blurr_left - normal_left,0.8220,TP10,-0.6029,NA,1.0000
blurr_left - normal_left,0.8220,P7,2.5777,NA,1.0000
blurr_left - normal_left,0.8220,P5,5.4677,NA,1.0000
blurr_left - normal_left,0.8220,P3,4.5961,NA,1.0000
blurr_left - normal_left,0.8220,Pz,-1.7012,NA,1.0000
blurr_left - normal_left,0.8220,P4,-1.8719,NA,1.0000
blurr_left - normal_left,0.8220,P6,-1.1075,NA,1.0000
blurr_left - normal_left,0.8220,P8,-0.7454,NA,1.0000
blurr_left - normal_left,0.8220,PO9,1.3654,NA,1.0000
blurr_left - normal_left,0.8220,PO7,2.4235,NA,1.0000
blurr_left - normal_left,0.8220,PO3,2.4327,NA,1.0000
blurr_left - normal_left,0.8220,POz,-6.5027,NA,1.0000
blurr_left - normal_left,0.8220,PO4,-1.9368,NA,1.0000
blurr_left - normal_left,0.8220,PO8,-0.8738,NA,1.0000
blurr_left - normal_left,0.8220,PO10,-1.0463,NA,1.0000
blurr_left - normal_left,0.8220,O1,1.8305,NA,1.0000
blurr_left - normal_left,0.8220,Oz,-0.8993,NA,1.0000
blurr_left - normal_left,0.8220,O2,-1.1403,NA,1.0000
blurr_left - normal_left,0.8240,Fp1,0.0937,NA,1.0000
blurr_left - normal_left,0.8240,Fpz,-1.6433,NA,1.0000
blurr_left - normal_left,0.8240,Fp2,-0.9589,NA,1.0000
blurr_left - normal_left,0.8240,AF7,-0.2006,NA,1.0000
blurr_left - normal_left,0.8240,AF3,-3.0660,NA,1.0000
blurr_left - normal_left,0.8240,AFz,-1.4538,NA,1.0000
blurr_left - normal_left,0.8240,AF4,-1.4132,NA,1.0000
blurr_left - normal_left,0.8240,AF8,0.0577,NA,1.0000
blurr_left - normal_left,0.8240,F9,-1.8791,NA,1.0000
blurr_left - normal_left,0.8240,F7,-3.9622,NA,1.0000
blurr_left - normal_left,0.8240,F5,-11.1256,NA,1.0000
blurr_left - normal_left,0.8240,F3,-2.8329,NA,1.0000
blurr_left - normal_left,0.8240,Fz,-3.2884,NA,1.0000
blurr_left - normal_left,0.8240,F4,-0.5076,NA,1.0000
blurr_left - normal_left,0.8240,F6,-0.2992,NA,1.0000
blurr_left - normal_left,0.8240,F8,0.4719,NA,1.0000
blurr_left - normal_left,0.8240,F10,0.8214,NA,1.0000
blurr_left - normal_left,0.8240,FT7,0.0171,NA,1.0000
blurr_left - normal_left,0.8240,FC5,0.4077,NA,1.0000
blurr_left - normal_left,0.8240,FC3,0.6703,NA,1.0000
blurr_left - normal_left,0.8240,FC1,0.4965,NA,1.0000
blurr_left - normal_left,0.8240,FC2,-11.9452,NA,1.0000
blurr_left - normal_left,0.8240,FC4,-7.2838,NA,1.0000
blurr_left - normal_left,0.8240,FC6,-29.4200,neg_258,1.0000
blurr_left - normal_left,0.8240,FT8,-2.7858,NA,1.0000
blurr_left - normal_left,0.8240,T7,11.0797,NA,1.0000
blurr_left - normal_left,0.8240,C5,2.4446,NA,1.0000
blurr_left - normal_left,0.8240,C3,2.7090,NA,1.0000
blurr_left - normal_left,0.8240,C1,2.4535,NA,1.0000
blurr_left - normal_left,0.8240,Cz,0.3465,NA,1.0000
blurr_left - normal_left,0.8240,C2,-4.8748,NA,1.0000
blurr_left - normal_left,0.8240,C4,-27.1533,neg_258,1.0000
blurr_left - normal_left,0.8240,C6,-2.0749,NA,1.0000
blurr_left - normal_left,0.8240,T8,-1.1958,NA,1.0000
blurr_left - normal_left,0.8240,TP9,3.1961,NA,1.0000
blurr_left - normal_left,0.8240,TP7,3.0123,NA,1.0000
blurr_left - normal_left,0.8240,CP5,21.4513,pos_137,1.0000
blurr_left - normal_left,0.8240,CP3,8.5416,NA,1.0000
blurr_left - normal_left,0.8240,CP1,21.8174,pos_137,1.0000
blurr_left - normal_left,0.8240,CPz,-1.8565,NA,1.0000
blurr_left - normal_left,0.8240,CP2,-5.2149,NA,1.0000
blurr_left - normal_left,0.8240,CP4,-3.3314,NA,1.0000
blurr_left - normal_left,0.8240,CP6,-0.8345,NA,1.0000
blurr_left - normal_left,0.8240,TP8,-0.6087,NA,1.0000
blurr_left - normal_left,0.8240,TP10,-0.5881,NA,1.0000
blurr_left - normal_left,0.8240,P7,2.3230,NA,1.0000
blurr_left - normal_left,0.8240,P5,5.7301,NA,1.0000
blurr_left - normal_left,0.8240,P3,5.3551,NA,1.0000
blurr_left - normal_left,0.8240,Pz,-1.6914,NA,1.0000
blurr_left - normal_left,0.8240,P4,-1.9179,NA,1.0000
blurr_left - normal_left,0.8240,P6,-1.0953,NA,1.0000
blurr_left - normal_left,0.8240,P8,-0.7777,NA,1.0000
blurr_left - normal_left,0.8240,PO9,1.3447,NA,1.0000
blurr_left - normal_left,0.8240,PO7,2.5451,NA,1.0000
blurr_left - normal_left,0.8240,PO3,2.5675,NA,1.0000
blurr_left - normal_left,0.8240,POz,-5.7135,NA,1.0000
blurr_left - normal_left,0.8240,PO4,-1.9220,NA,1.0000
blurr_left - normal_left,0.8240,PO8,-0.8743,NA,1.0000
blurr_left - normal_left,0.8240,PO10,-1.0475,NA,1.0000
blurr_left - normal_left,0.8240,O1,1.9166,NA,1.0000
blurr_left - normal_left,0.8240,Oz,-0.6303,NA,1.0000
blurr_left - normal_left,0.8240,O2,-1.0671,NA,1.0000
blurr_left - normal_left,0.8260,Fp1,0.0320,NA,1.0000
blurr_left - normal_left,0.8260,Fpz,-1.6636,NA,1.0000
blurr_left - normal_left,0.8260,Fp2,-1.0395,NA,1.0000
blurr_left - normal_left,0.8260,AF7,-0.2457,NA,1.0000
blurr_left - normal_left,0.8260,AF3,-1.9699,NA,1.0000
blurr_left - normal_left,0.8260,AFz,-1.5705,NA,1.0000
blurr_left - normal_left,0.8260,AF4,-1.4215,NA,1.0000
blurr_left - normal_left,0.8260,AF8,0.0557,NA,1.0000
blurr_left - normal_left,0.8260,F9,-1.3447,NA,1.0000
blurr_left - normal_left,0.8260,F7,-5.6349,NA,1.0000
blurr_left - normal_left,0.8260,F5,-97.4879,neg_249,1.0000
blurr_left - normal_left,0.8260,F3,-2.1104,NA,1.0000
blurr_left - normal_left,0.8260,Fz,-3.4104,NA,1.0000
blurr_left - normal_left,0.8260,F4,-0.8203,NA,1.0000
blurr_left - normal_left,0.8260,F6,-0.4603,NA,1.0000
blurr_left - normal_left,0.8260,F8,0.4421,NA,1.0000
blurr_left - normal_left,0.8260,F10,0.9995,NA,1.0000
blurr_left - normal_left,0.8260,FT7,0.0444,NA,1.0000
blurr_left - normal_left,0.8260,FC5,0.2685,NA,1.0000
blurr_left - normal_left,0.8260,FC3,0.5880,NA,1.0000
blurr_left - normal_left,0.8260,FC1,0.3195,NA,1.0000
blurr_left - normal_left,0.8260,FC2,-719.1987,neg_250,1.0000
blurr_left - normal_left,0.8260,FC4,-46.1510,neg_250,1.0000
blurr_left - normal_left,0.8260,FC6,-3.2559,NA,1.0000
blurr_left - normal_left,0.8260,FT8,-6.1102,NA,1.0000
blurr_left - normal_left,0.8260,T7,16.2583,pos_138,1.0000
blurr_left - normal_left,0.8260,C5,2.2148,NA,1.0000
blurr_left - normal_left,0.8260,C3,2.5642,NA,1.0000
blurr_left - normal_left,0.8260,C1,2.1388,NA,1.0000
blurr_left - normal_left,0.8260,Cz,0.2059,NA,1.0000
blurr_left - normal_left,0.8260,C2,-5.9315,NA,1.0000
blurr_left - normal_left,0.8260,C4,-10.5541,NA,1.0000
blurr_left - normal_left,0.8260,C6,-1.9441,NA,1.0000
blurr_left - normal_left,0.8260,T8,-1.1755,NA,1.0000
blurr_left - normal_left,0.8260,TP9,4.0841,NA,1.0000
blurr_left - normal_left,0.8260,TP7,2.7552,NA,1.0000
blurr_left - normal_left,0.8260,CP5,14.7065,pos_137,1.0000
blurr_left - normal_left,0.8260,CP3,6.5286,NA,1.0000
blurr_left - normal_left,0.8260,CP1,9.0290,NA,1.0000
blurr_left - normal_left,0.8260,CPz,-1.8961,NA,1.0000
blurr_left - normal_left,0.8260,CP2,-6.7184,NA,1.0000
blurr_left - normal_left,0.8260,CP4,-3.9564,NA,1.0000
blurr_left - normal_left,0.8260,CP6,-0.8239,NA,1.0000
blurr_left - normal_left,0.8260,TP8,-0.5558,NA,1.0000
blurr_left - normal_left,0.8260,TP10,-0.4976,NA,1.0000
blurr_left - normal_left,0.8260,P7,2.2925,NA,1.0000
blurr_left - normal_left,0.8260,P5,6.1147,NA,1.0000
blurr_left - normal_left,0.8260,P3,6.6203,NA,1.0000
blurr_left - normal_left,0.8260,Pz,-1.9004,NA,1.0000
blurr_left - normal_left,0.8260,P4,-1.9986,NA,1.0000
blurr_left - normal_left,0.8260,P6,-1.0794,NA,1.0000
blurr_left - normal_left,0.8260,P8,-0.7957,NA,1.0000
blurr_left - normal_left,0.8260,PO9,1.5639,NA,1.0000
blurr_left - normal_left,0.8260,PO7,2.9000,NA,1.0000
blurr_left - normal_left,0.8260,PO3,2.8792,NA,1.0000
blurr_left - normal_left,0.8260,POz,-7.9603,NA,1.0000
blurr_left - normal_left,0.8260,PO4,-1.8887,NA,1.0000
blurr_left - normal_left,0.8260,PO8,-0.8631,NA,1.0000
blurr_left - normal_left,0.8260,PO10,-0.9150,NA,1.0000
blurr_left - normal_left,0.8260,O1,2.3081,NA,1.0000
blurr_left - normal_left,0.8260,Oz,-0.0912,NA,1.0000
blurr_left - normal_left,0.8260,O2,-0.9303,NA,1.0000
blurr_left - normal_left,0.8280,Fp1,-0.0336,NA,1.0000
blurr_left - normal_left,0.8280,Fpz,-1.5956,NA,1.0000
blurr_left - normal_left,0.8280,Fp2,-1.0922,NA,1.0000
blurr_left - normal_left,0.8280,AF7,-0.3104,NA,1.0000
blurr_left - normal_left,0.8280,AF3,-1.4227,NA,1.0000
blurr_left - normal_left,0.8280,AFz,-1.6509,NA,1.0000
blurr_left - normal_left,0.8280,AF4,-1.3535,NA,1.0000
blurr_left - normal_left,0.8280,AF8,0.0876,NA,1.0000
blurr_left - normal_left,0.8280,F9,-1.0027,NA,1.0000
blurr_left - normal_left,0.8280,F7,-10.3725,NA,1.0000
blurr_left - normal_left,0.8280,F5,-148.5685,neg_249,1.0000
blurr_left - normal_left,0.8280,F3,-2.3573,NA,1.0000
blurr_left - normal_left,0.8280,Fz,-3.0267,NA,1.0000
blurr_left - normal_left,0.8280,F4,-1.2799,NA,1.0000
blurr_left - normal_left,0.8280,F6,-0.6459,NA,1.0000
blurr_left - normal_left,0.8280,F8,0.5336,NA,1.0000
blurr_left - normal_left,0.8280,F10,1.3346,NA,1.0000
blurr_left - normal_left,0.8280,FT7,0.1123,NA,1.0000
blurr_left - normal_left,0.8280,FC5,0.1027,NA,1.0000
blurr_left - normal_left,0.8280,FC3,0.4922,NA,1.0000
blurr_left - normal_left,0.8280,FC1,0.0271,NA,1.0000
blurr_left - normal_left,0.8280,FC2,-7.8257,NA,1.0000
blurr_left - normal_left,0.8280,FC4,-4.1397,NA,1.0000
blurr_left - normal_left,0.8280,FC6,-1.9731,NA,1.0000
blurr_left - normal_left,0.8280,FT8,-5.8076,NA,1.0000
blurr_left - normal_left,0.8280,T7,5.6214,NA,1.0000
blurr_left - normal_left,0.8280,C5,2.1572,NA,1.0000
blurr_left - normal_left,0.8280,C3,2.5273,NA,1.0000
blurr_left - normal_left,0.8280,C1,1.9434,NA,1.0000
blurr_left - normal_left,0.8280,Cz,-0.0155,NA,1.0000
blurr_left - normal_left,0.8280,C2,-9.2872,NA,1.0000
blurr_left - normal_left,0.8280,C4,-5.6785,NA,1.0000
blurr_left - normal_left,0.8280,C6,-1.7770,NA,1.0000
blurr_left - normal_left,0.8280,T8,-0.9722,NA,1.0000
blurr_left - normal_left,0.8280,TP9,7.4782,NA,1.0000
blurr_left - normal_left,0.8280,TP7,2.8391,NA,1.0000
blurr_left - normal_left,0.8280,CP5,12.3337,NA,1.0000
blurr_left - normal_left,0.8280,CP3,5.5724,NA,1.0000
blurr_left - normal_left,0.8280,CP1,6.0565,NA,1.0000
blurr_left - normal_left,0.8280,CPz,-2.1356,NA,1.0000
blurr_left - normal_left,0.8280,CP2,-10.4910,NA,1.0000
blurr_left - normal_left,0.8280,CP4,-5.2587,NA,1.0000
blurr_left - normal_left,0.8280,CP6,-0.8501,NA,1.0000
blurr_left - normal_left,0.8280,TP8,-0.4930,NA,1.0000
blurr_left - normal_left,0.8280,TP10,-0.2933,NA,1.0000
blurr_left - normal_left,0.8280,P7,2.5095,NA,1.0000
blurr_left - normal_left,0.8280,P5,6.7183,NA,1.0000
blurr_left - normal_left,0.8280,P3,8.9392,NA,1.0000
blurr_left - normal_left,0.8280,Pz,-2.4530,NA,1.0000
blurr_left - normal_left,0.8280,P4,-2.1316,NA,1.0000
blurr_left - normal_left,0.8280,P6,-1.0697,NA,1.0000
blurr_left - normal_left,0.8280,P8,-0.7967,NA,1.0000
blurr_left - normal_left,0.8280,PO9,2.1318,NA,1.0000
blurr_left - normal_left,0.8280,PO7,3.5820,NA,1.0000
blurr_left - normal_left,0.8280,PO3,3.4631,NA,1.0000
blurr_left - normal_left,0.8280,POz,-61.6554,neg_251,1.0000
blurr_left - normal_left,0.8280,PO4,-1.8519,NA,1.0000
blurr_left - normal_left,0.8280,PO8,-0.8447,NA,1.0000
blurr_left - normal_left,0.8280,PO10,-0.6928,NA,1.0000
blurr_left - normal_left,0.8280,O1,3.2086,NA,1.0000
blurr_left - normal_left,0.8280,Oz,0.3857,NA,1.0000
blurr_left - normal_left,0.8280,O2,-0.7644,NA,1.0000
blurr_left - normal_left,0.8300,Fp1,-0.0929,NA,1.0000
blurr_left - normal_left,0.8300,Fpz,-1.4512,NA,1.0000
blurr_left - normal_left,0.8300,Fp2,-1.0963,NA,1.0000
blurr_left - normal_left,0.8300,AF7,-0.3750,NA,1.0000
blurr_left - normal_left,0.8300,AF3,-1.1438,NA,1.0000
blurr_left - normal_left,0.8300,AFz,-1.7072,NA,1.0000
blurr_left - normal_left,0.8300,AF4,-1.2185,NA,1.0000
blurr_left - normal_left,0.8300,AF8,0.1591,NA,1.0000
blurr_left - normal_left,0.8300,F9,-0.7245,NA,1.0000
blurr_left - normal_left,0.8300,F7,-53.8478,neg_249,1.0000
blurr_left - normal_left,0.8300,F5,-15.1612,neg_249,1.0000
blurr_left - normal_left,0.8300,F3,-3.1266,NA,1.0000
blurr_left - normal_left,0.8300,Fz,-2.5627,NA,1.0000
blurr_left - normal_left,0.8300,F4,-1.7952,NA,1.0000
blurr_left - normal_left,0.8300,F6,-0.8608,NA,1.0000
blurr_left - normal_left,0.8300,F8,0.8200,NA,1.0000
blurr_left - normal_left,0.8300,F10,1.9077,NA,1.0000
blurr_left - normal_left,0.8300,FT7,0.2283,NA,1.0000
blurr_left - normal_left,0.8300,FC5,-0.1362,NA,1.0000
blurr_left - normal_left,0.8300,FC3,0.3665,NA,1.0000
blurr_left - normal_left,0.8300,FC1,-0.5383,NA,1.0000
blurr_left - normal_left,0.8300,FC2,-3.7691,NA,1.0000
blurr_left - normal_left,0.8300,FC4,-2.1378,NA,1.0000
blurr_left - normal_left,0.8300,FC6,-1.7308,NA,1.0000
blurr_left - normal_left,0.8300,FT8,-3.1589,NA,1.0000
blurr_left - normal_left,0.8300,T7,5.5798,NA,1.0000
blurr_left - normal_left,0.8300,C5,2.2702,NA,1.0000
blurr_left - normal_left,0.8300,C3,2.5976,NA,1.0000
blurr_left - normal_left,0.8300,C1,1.8341,NA,1.0000
blurr_left - normal_left,0.8300,Cz,-0.3742,NA,1.0000
blurr_left - normal_left,0.8300,C2,-26.7840,neg_252,1.0000
blurr_left - normal_left,0.8300,C4,-3.7615,NA,1.0000
blurr_left - normal_left,0.8300,C6,-1.6138,NA,1.0000
blurr_left - normal_left,0.8300,T8,-0.7237,NA,1.0000
blurr_left - normal_left,0.8300,TP9,23.7342,pos_139,1.0000
blurr_left - normal_left,0.8300,TP7,3.3695,NA,1.0000
blurr_left - normal_left,0.8300,CP5,11.6788,NA,1.0000
blurr_left - normal_left,0.8300,CP3,5.1518,NA,1.0000
blurr_left - normal_left,0.8300,CP1,4.8933,NA,1.0000
blurr_left - normal_left,0.8300,CPz,-2.5566,NA,1.0000
blurr_left - normal_left,0.8300,CP2,-24.6088,neg_252,1.0000
blurr_left - normal_left,0.8300,CP4,-8.2576,NA,1.0000
blurr_left - normal_left,0.8300,CP6,-0.9284,NA,1.0000
blurr_left - normal_left,0.8300,TP8,-0.4433,NA,1.0000
